title,line_text
Al Aaraf1,"Its way to Heaven, from garden of a king: And Valisnerian lotus thither flown 7 From struggling with the waters of the Rhone: And thy most lovely purple perfume, Zante 8 !"
Al Aaraf1,Isola d'oro!—Fior di Levante! And the Nelumbo bud that floats for ever 9 With Indian Cupid down the holy river—
Al Aaraf1,"Fair flowers, and fairy! to whose care is given"
Al Aaraf1,"To bear the Goddess' song, in odors, up to Heaven: 10 ""Spirit! that dwellest where,"
Al Aaraf1,"In the deep sky,"
Al Aaraf1,"The terrible and fair,"
Al Aaraf1,In beauty vie!
Al Aaraf1,Beyond the line of blue—
Al Aaraf1,The boundary of the star
Al Aaraf1,Which turneth at the view
Al Aaraf1,Of thy barrier and thy bar—
Al Aaraf1,Of the barrier overgone
Al Aaraf1,By the comets who were cast
Al Aaraf1,"From their pride, and from their throne"
Al Aaraf1,To be drudges till the last—
Al Aaraf1,To be carriers of fire
Al Aaraf1,(The red fire of their heart)
Al Aaraf1,With speed that may not tire
Al Aaraf1,And with pain that shall not part—
Al Aaraf1,Who livest— that we know—
Al Aaraf1,In Eternity—we feel—
Al Aaraf1,But the shadow of whose brow
Al Aaraf1,What spirit shall reveal?
Al Aaraf1,"Tho' the beings whom thy Nesace,"
Al Aaraf1,Thy messenger hath known
Al Aaraf1,Have dream'd for thy Infinity
Al Aaraf1,A model of their own 11 —
Al Aaraf1,"Thy will is done, O God!"
Al Aaraf1,The star hath ridden high
Al Aaraf1,"Thro' many a tempest, but she rode"
Al Aaraf1,Beneath thy burning eye;
Al Aaraf1,"And here, in thought, to thee—"
Al Aaraf1,In thought that can alone
Al Aaraf1,Ascend thy empire and so be
Al Aaraf1,A partner of thy throne—
Al Aaraf1,"By winged Fantasy 12 ,"
Al Aaraf1,"My embassy is given,"
Al Aaraf1,Till secrecy shall knowledge be
Al Aaraf1,In the environs of Heaven.
Al Aaraf1,She ceas'd—and buried then her burning cheek
Al Aaraf1,"Abash'd, amid the lilies there, to seek"
Al Aaraf1,A shelter from the fervor of His eye;
Al Aaraf1,For the stars trembled at the Deity.
Al Aaraf1,She stirr'd not—breath'd not—for a voice was there
Al Aaraf1,How solemnly pervading the calm air!
Al Aaraf1,A sound of silence on the startled ear
Al Aaraf1,"Which dreamy poets name ""the music of the sphere."""
Al Aaraf1,Ours is a world of words: Quiet we call
Al Aaraf1,"""Silence""—which is the merest word of all."
Al Aaraf1,"All Nature speaks, and ev'n ideal things"
Al Aaraf1,Flap shadowy sounds from the visionary wings—
Al Aaraf1,"But ah! not so when, thus, in realms on high"
Al Aaraf1,"The eternal voice of God is passing by,"
Al Aaraf1,And the red winds are withering in the sky!
Al Aaraf1,""" What tho' in worlds which sightless cycles run 13 ,"
Al Aaraf1,"Link'd to a little system, and one sun—"
Al Aaraf1,"Where all my love is folly, and the crowd"
Al Aaraf1,"Still think my terrors but the thunder cloud,"
Al Aaraf1,"The storm, the earthquake, and the ocean-wrath"
Al Aaraf1,(Ah! will they cross me in my angrier path?)
Al Aaraf1,What tho' in worlds which own a single sun
Al Aaraf1,"The sands of time grow dimmer as they run,"
Al Aaraf1,"Yet thine is my resplendency, so given"
Al Aaraf1,To bear my secrets thro' the upper Heaven.
Al Aaraf1,"Leave tenantless thy crystal home, and fly,"
Al Aaraf1,"With all thy train, athwart the moony sky— Apart —like fire-flies in Sicilian night 14 ,"
Al Aaraf1,And wing to other worlds another light!
Al Aaraf1,Divulge the secrets of thy embassy
Al Aaraf1,To the proud orbs that twinkle—and so be
Al Aaraf1,To ev'ry heart a barrier and a ban
Al Aaraf1,"Lest the stars totter in the guilt of man!"""
Al Aaraf1,"Up rose the maiden in the yellow night,"
Al Aaraf1,The single-mooned eve!-on earth we plight
Al Aaraf1,Our faith to one love—and one moon adore—
Al Aaraf1,The birth-place of young Beauty had no more.
Al Aaraf1,"As sprang that yellow star from downy hours,"
Al Aaraf1,"Up rose the maiden from her shrine of flowers,"
Al Aaraf1,And bent o'er sheeny mountain and dim plain
Al Aaraf1,Her way —but left not yet her Therasæan reign 15 . II High on a mountain of enamell'd head—
Al Aaraf1,Such as the drowsy shepherd on his bed
Al Aaraf1,"Of giant pasturage lying at his ease,"
Al Aaraf1,"Raising his heavy eyelid, starts and sees"
Al Aaraf1,"With many a mutter'd ""hope to be forgiven"""
Al Aaraf1,What time the moon is quadrated in Heaven—
Al Aaraf1,"Of rosy head, that towering far away"
Al Aaraf1,"Into the sunlit ether, caught the ray"
Al Aaraf1,"Of sunken suns at eve—at noon of night,"
Al Aaraf1,While the moon danc'd with the fair stranger light—
Al Aaraf1,Uprear'd upon such height arose a pile
Al Aaraf1,"Of gorgeous columns on th' unburthen'd air,"
Al Aaraf1,Flashing from Parian marble that twin smile
Al Aaraf1,"Far down upon the wave that sparkled there,"
Al Aaraf1,And nursled the young mountain in its lair.
Al Aaraf1,"Of molten stars their pavement, such as fall 16 Thro' the ebon air, besilvering the pall"
Al Aaraf1,"Of their own dissolution, while they die—"
Al Aaraf1,Adorning then the dwellings of the sky.
Al Aaraf1,"A dome, by linked light from Heaven let down,"
Al Aaraf1,Sat gently on these columns as a crown—
Al Aaraf1,"A window of one circular diamond, there,"
Al Aaraf1,Look'd out above into the purple air
Al Aaraf1,And rays from God shot down that meteor chain
Al Aaraf1,"And hallow'd all the beauty twice again,"
Al Aaraf1,"Save when, between th' Empyrean and that ring,"
Al Aaraf1,Some eager spirit flapp'd his dusky wing.
Al Aaraf1,But on the pillars Seraph eyes have seen
Al Aaraf1,The dimness of this world: that grayish green
Al Aaraf1,That Nature loves the best for Beauty's grave
Al Aaraf1,"Lurk'd in each cornice, round each architrave—"
Al Aaraf1,And every sculptured cherub thereabout
Al Aaraf1,"That from his marble dwelling peered out,"
Al Aaraf1,Seem'd earthly in the shadow of his niche—
Al Aaraf1,Achaian statues in a world so rich? Friezes from Tadmor and Persepolis 17 —
Al Aaraf1,"From Balbec, and the stilly, clear abyss"
Al Aaraf1,"Of beautiful Gomorrah! Oh, the wave 18 Is now upon thee—but too late to save!"
Al Aaraf1,Sound loves to revel in a summer night:
Al Aaraf1,"Witness the murmur of the gray twilight That stole upon the ear, in Eyraco 19 ,"
Al Aaraf1,Of many a wild star-gazer long ago—
Al Aaraf1,That stealeth ever on the ear of him
Al Aaraf1,"Who, musing, gazeth on the distance dim,"
Al Aaraf1,And sees the darkness coming as a cloud—
Al Aaraf1,Is not its form—its voice—most palpable and loud? 20 But what is this?—it cometh—and it brings
Al Aaraf1,A music with it—'tis the rush of wings—
Al Aaraf1,"A pause—and then a sweeping, falling strain,"
Al Aaraf1,And Nesace is in her halls again.
Al Aaraf1,From the wild energy of wanton haste
Al Aaraf1,"Her cheeks were flushing, and her lips apart;"
Al Aaraf1,The zone that clung around her gentle waist
Al Aaraf1,Had burst beneath the heaving of her heart.
Al Aaraf1,Within the centre of that hall to breathe
Al Aaraf1,"She paus'd and panted, Zanthe! all beneath,"
Al Aaraf1,The fairy light that kiss'd her golden hair
Al Aaraf1,"And long'd to rest, yet could but sparkle there! Young flowers were whispering in melody 21 To happy flowers that night—and tree to tree;"
Al Aaraf1,Fountains were gushing music as they fell
Al Aaraf1,"In many a star-lit grove, or moon-light dell;"
Al Aaraf1,Yet silence came upon material things—
Al Aaraf1,"Fair flowers, bright waterfalls and angel wings—"
Al Aaraf1,And sound alone that from the spirit sprang
Al Aaraf1,Bore burthen to the charm the maiden sang:
Al Aaraf1,"""Neath blue-bell or streamer—"
Al Aaraf1,Or tufted wild spray
Al Aaraf1,"That keeps, from the dreamer, The moonbeam away— 22 Bright beings! that ponder,"
Al Aaraf1,"With half-closing eyes,"
Al Aaraf1,On the stars which your wonder
Al Aaraf1,"Hath drawn from the skies,"
Al Aaraf1,"Till they glance thro' the shade, and"
Al Aaraf1,Come down to your brow
Al Aaraf1,Like—eyes of the maiden
Al Aaraf1,Who calls on you now—
Al Aaraf1,Arise! from your dreaming
Al Aaraf1,"In violet bowers,"
Al Aaraf1,To duty beseeming
Al Aaraf1,These star-litten hours—
Al Aaraf1,And shake from your tresses
Al Aaraf1,Encumber'd with dew
Al Aaraf1,The breath of those kisses
Al Aaraf1,That cumber them too—
Al Aaraf1,"(O! how, without you, Love!"
Al Aaraf1,Could angels be blest?)
Al Aaraf1,Those kisses of true love
Al Aaraf1,That lull'd ye to rest!
Al Aaraf1,Up! shake from your wing
Al Aaraf1,Each hindering thing:
Al Aaraf1,The dew of the night—
Al Aaraf1,It would weigh down your flight;
Al Aaraf1,And true love caresses—
Al Aaraf1,O! leave them apart!
Al Aaraf1,"They are light on the tresses,"
Al Aaraf1,But lead on the heart.
Al Aaraf1,Ligeia! Ligeia!
Al Aaraf1,My beautiful one!
Al Aaraf1,Whose harshest idea
Al Aaraf1,"Will to melody run,"
Al Aaraf1,O! is it thy will
Al Aaraf1,On the breezes to toss?
Al Aaraf1,"Or, capriciously still, Like the lone Albatross, 23 Incumbent on night"
Al Aaraf1,(As she on the air)
Al Aaraf1,To keep watch with delight
Al Aaraf1,On the harmony there?
Al Aaraf1,Ligeia! wherever
Al Aaraf1,"Thy image may be,"
Al Aaraf1,No magic shall sever
Al Aaraf1,Thy music from thee.
Al Aaraf1,Thou hast bound many eyes
Al Aaraf1,In a dreamy sleep—
Al Aaraf1,But the strains still arise
Al Aaraf1,Which thy vigilance keep—
Al Aaraf1,The sound of the rain
Al Aaraf1,"Which leaps down to the flower,"
Al Aaraf1,And dances again
Al Aaraf1,In the rhythm of the shower— The murmur that springs 24 From the growing of grass
Al Aaraf1,Are the music of things—
Al Aaraf1,"But are modell'd, alas!"
Al Aaraf1,"Away, then, my dearest,"
Al Aaraf1,O! hie thee away
Al Aaraf1,To springs that lie clearest
Al Aaraf1,Beneath the moon-ray—
Al Aaraf1,"To lone lake that smiles,"
Al Aaraf1,"In its dream of deep rest,"
Al Aaraf1,At the many star-isles
Al Aaraf1,That enjewel its breast—
Al Aaraf1,"Where wild flowers, creeping,"
Al Aaraf1,"Have mingled their shade,"
Al Aaraf1,On its margin is sleeping
Al Aaraf1,Full many a maid—
Al Aaraf1,"Some have left the cool glade, and Have slept with the bee— 25 Arouse them, my maiden,"
Al Aaraf1,On moorland and lea—
Al Aaraf1,"Go! breathe on their slumber,"
Al Aaraf1,"All softly in ear,"
Al Aaraf1,The musical number
Al Aaraf1,They slumber'd to hear—
Al Aaraf1,For what can awaken
Al Aaraf1,An angel so soon
Al Aaraf1,Whose sleep hath been taken
Al Aaraf1,"Beneath the cold moon,"
Al Aaraf1,As the spell which no slumber
Al Aaraf1,"Of witchery may test,"
Al Aaraf1,The rhythmical number
Al Aaraf1,"Which lull'd him to rest?"""
Al Aaraf1,"Spirits in wing, and angels to the view,"
Al Aaraf1,"A thousand seraphs burst th' Empyrean thro',"
Al Aaraf1,Young dreams still hovering on their drowsy flight—
Al Aaraf1,"Seraphs in all but ""Knowledge,"" the keen light"
Al Aaraf1,"That fell, refracted, thro' thy bounds afar,"
Al Aaraf1,O death! from eye of God upon that star;
Al Aaraf1,Sweet was that error—sweeter still that death—
Al Aaraf1,Sweet was that error—ev'n with us the breath
Al Aaraf1,Of Science dims the mirror of our joy—
Al Aaraf1,"To them 'twere the Simoom, and would destroy—"
Al Aaraf1,For what (to them) availeth it to know
Al Aaraf1,That Truth is Falsehood—or that Bliss is Woe?
Al Aaraf1,Sweet was their death—with them to die was rife
Al Aaraf1,With the last ecstasy of satiate life—
Al Aaraf1,Beyond that death no immortality—
Al Aaraf1,"But sleep that pondereth and is not ""to be""—"
Al Aaraf1,"And there—oh! may my weary spirit dwell— Apart from Heaven's Eternity—and yet how far from Hell! 26 What guilty spirit, in what shrubbery dim"
Al Aaraf1,Heard not the stirring summons of that hymn?
Al Aaraf1,But two: they fell: for heaven no grace imparts
Al Aaraf1,To those who hear not for their beating hearts.
Al Aaraf1,A maiden-angel and her seraph-lover—
Al Aaraf1,O! where (and ye may seek the wide skies over)
Al Aaraf1,"Was Love, the blind, near sober Duty known? Unguided Love hath fallen—'mid ""tears of perfect moan."" 27 He was a goodly spirit—he who fell:"
Al Aaraf1,A wanderer by mossy-mantled well—
Al Aaraf1,A gazer on the lights that shine above—
Al Aaraf1,A dreamer in the moonbeam by his love:
Al Aaraf1,"What wonder? for each star is eye-like there,"
Al Aaraf1,And looks so sweetly down on Beauty's hair—
Al Aaraf1,"And they, and ev'ry mossy spring were holy"
Al Aaraf1,To his love-haunted heart and melancholy.
Al Aaraf1,The night had found (to him a night of wo)
Al Aaraf1,"Upon a mountain crag, young Angelo—"
Al Aaraf1,"Beetling it bends athwart the solemn sky,"
Al Aaraf1,And scowls on starry worlds that down beneath it lie.
Al Aaraf1,Here sate he with his love—his dark eye bent
Al Aaraf1,With eagle gaze along the firmament:
Al Aaraf1,Now turn'd it upon her—but ever then
Al Aaraf1,It trembled to the orb of Earth again.
Al Aaraf1,"""Ianthe, dearest, see! how dim that ray!"
Al Aaraf1,How lovely 'tis to look so far away!
Al Aaraf1,She seemed not thus upon that autumn eve
Al Aaraf1,"I left her gorgeous halls—nor mourned to leave,"
Al Aaraf1,That eve—that eve—I should remember well—
Al Aaraf1,"The sun-ray dropped, in Lemnos with a spell"
Al Aaraf1,On th' Arabesque carving of a gilded hall
Al Aaraf1,"Wherein I sate, and on the draperied wall—"
Al Aaraf1,"And on my eyelids—O, the heavy light!"
Al Aaraf1,How drowsily it weighed them into night!
Al Aaraf1,"On flowers, before, and mist, and love they ran"
Al Aaraf1,With Persian Saadi in his Gulistan:
Al Aaraf1,"But O, that light!—I slumbered—Death, the while,"
Al Aaraf1,Stole o'er my senses in that lovely isle
Al Aaraf1,So softly that no single silken hair
Al Aaraf1,Awoke that slept—or knew that he was there.
Al Aaraf1,"""The last spot of Earth's orb I trod upon Was a proud temple called the Parthenon; 28 More beauty clung around her columned wall Then even thy glowing bosom beats withal, 29 And when old Time my wing did disenthral"
Al Aaraf1,"Thence sprang I—as the eagle from his tower,"
Al Aaraf1,And years I left behind me in an hour.
Al Aaraf1,"What time upon her airy bounds I hung,"
Al Aaraf1,One half the garden of her globe was flung
Al Aaraf1,Unrolling as a chart unto my view—
Al Aaraf1,Tenantless cities of the desert too!
Al Aaraf1,"Ianthe, beauty crowded on me then,"
Al Aaraf1,"And half I wished to be again of men."""
Al Aaraf1,"""My Angelo! and why of them to be?"
Al Aaraf1,A brighter dwelling-place is here for thee—
Al Aaraf1,"And greener fields than in yon world above,"
Al Aaraf1,"And woman's loveliness—and passionate love."""
Al Aaraf1,"""But list, Ianthe! when the air so soft Failed , as my pennoned spirit leapt aloft, 30 Perhaps my brain grew dizzy—but the world"
Al Aaraf1,"I left so late was into chaos hurled,"
Al Aaraf1,"Sprang from her station, on the winds apart,"
Al Aaraf1,"And rolled a flame, the fiery Heaven athwart."
Al Aaraf1,"Methought, my sweet one, then I ceased to soar,"
Al Aaraf1,"And fell—not swiftly as I rose before,"
Al Aaraf1,"But with a downward, tremulous motion thro'"
Al Aaraf1,"Light, brazen rays, this golden star unto!"
Al Aaraf1,"Nor long the measure of my falling hours,"
Al Aaraf1,For nearest of all stars was thine to ours—
Al Aaraf1,"Dread star! that came, amid a night of mirth,"
Al Aaraf1,"A red Daedalion on the timid Earth."""
Al Aaraf1,"""We came—and to thy Earth—but not to us"
Al Aaraf1,Be given our lady's bidding to discuss:
Al Aaraf1,"We came, my love; around, above, below,"
Al Aaraf1,"Gay fire-fly of the night we come and go,"
Al Aaraf1,Nor ask a reason save the angel-nod She grants to us as granted by her God—
Al Aaraf1,"But, Angelo, than thine gray Time unfurled"
Al Aaraf1,Never his fairy wing o'er fairer world!
Al Aaraf1,"Dim was its little disk, and angel eyes"
Al Aaraf1,"Alone could see the phantom in the skies,"
Al Aaraf1,When first Al Aaraaf knew her course to be
Al Aaraf1,Headlong thitherward o'er the starry sea—
Al Aaraf1,"But when its glory swelled upon the sky,"
Al Aaraf1,"As glowing Beauty's bust beneath man's eye,"
Al Aaraf1,"We paused before the heritage of men,"
Al Aaraf1,"And thy star trembled—as doth Beauty then!"""
Al Aaraf1,"Thus in discourse, the lovers whiled away"
Al Aaraf1,The night that waned and waned and brought no day.
Al Aaraf1,They fell: for Heaven to them no hope imparts
Al Aaraf1,Who hear not for the beating of their hearts. 1839 Footnote 1: A star was discovered by Tycho Brahe which appeared
Al Aaraf1,"suddenly in the heavens—attained, in a few days, a brilliancy"
Al Aaraf1,"surpassing that of Jupiter—then as suddenly disappeared, and has never"
Al Aaraf1,been seen since. return to footnote mark Footnote 2: On Santa Maura—olim Deucadia. return Footnote 3: Sappho. return Footnote 4: This flower is much noticed by Lewenhoeck and Tournefort.
Al Aaraf1,"The bee, feeding upon its blossom, becomes intoxicated. return Footnote 5: Clytia—the Chrysanthemum Peruvianum, or, to employ a"
Al Aaraf1,"better-known term, the turnsol—which turns continually towards the sun,"
Al Aaraf1,"covers itself, like Peru, the country from which it comes, with dewy"
Al Aaraf1,clouds which cool and refresh its flowers during the most violent heat
Al Aaraf1,"of the day.— B. de St. Pierre. return Footnote 6: There is cultivated in the king's garden at Paris, a"
Al Aaraf1,"species of serpentine aloe without prickles, whose large and beautiful"
Al Aaraf1,"flower exhales a strong odor of the vanilla, during the time of its"
Al Aaraf1,"expansion, which is very short. It does not blow till towards the month"
Al Aaraf1,of July—you then perceive it gradually open its petals—expand
Al Aaraf1,"them—fade and die.— St. Pierre . return Footnote 7: There is found, in the Rhone, a beautiful lily of the"
Al Aaraf1,Valisnerian kind. Its stem will stretch to the length of three or four
Al Aaraf1,feet—thus preserving its head above water in the swellings of the
Al Aaraf1,"river. return Footnote 8: The Hyacinth. return Footnote 9: It is a fiction of the Indians, that Cupid was first seen"
Al Aaraf1,"floating in one of these down the river Ganges, and that he still loves"
Al Aaraf1,the cradle of his childhood. return Footnote 10: And golden vials full of odors which are the prayers of
Al Aaraf1,the saints.— Rev. St. John. return Footnote 11: The Humanitarians held that God was to be understood as
Al Aaraf1,"having really a human form.— Vide Clarke's Sermons , vol. I, page"
Al Aaraf1,"26, fol. edit."
Al Aaraf1,
Al Aaraf1,The drift of Milton's argument leads him to employ language which would
Al Aaraf1,"appear, at first sight, to verge upon their doctrine; but it will be"
Al Aaraf1,"seen immediately, that he guards himself against the charge of having"
Al Aaraf1,adopted one of the most ignorant errors of the dark ages of the
Al Aaraf1,Church.— Dr. Sumner's Notes on Milton's Christian Doctrine .
Al Aaraf1,
Al Aaraf1,"This opinion, in spite of many testimonies to the contrary, could never"
Al Aaraf1,"have been very general. Andeus, a Syrian of Mesopotamia, was condemned"
Al Aaraf1,"for the opinion, as heretical. He lived in the beginning of the fourth"
Al Aaraf1,century. His disciples were called Anthropomorphites.— Vide du
Al Aaraf1,Pin .
Al Aaraf1,
Al Aaraf1,"Among Milton's minor poems are these lines: Dicite sacrorum præesides nemorum Dese, etc.,"
Al Aaraf1,Quis ille primus cujus ex imagine
Al Aaraf1,Natura solers finxit humanum genus?
Al Aaraf1,"Eternus, incorruptus, æquævus polo,"
Al Aaraf1,"Unusque et universus exemplar Dei. —And afterwards, Non cui profundum Cæcitas lumen dedit"
Al Aaraf1,"Dircæus augur vidit hunc alto sinu, etc. return Footnote 12: Seltsamen Tochter Jovis"
Al Aaraf1,Seinem Schosskinde
Al Aaraf1,Der Phantasie. Goethe . return Footnote 13: Sightless—too small to be seen.— Legge . return Footnote 14: I have often noticed a peculiar movement of the
Al Aaraf1,"fire-flies; they will collect in a body and fly off, from a common"
Al Aaraf1,"centre, into innumerable radii. return Footnote 15: Therasæa, or Therasea, the island mentioned by Seneca,"
Al Aaraf1,"which, in a moment, arose from the sea to the eyes of astonished"
Al Aaraf1,"mariners. return Footnote 16: Some star which, from the ruin'd roof"
Al Aaraf1,"Of shak'd Olympus, by mischance did fall. Milton . return Footnote 17: Voltaire, in speaking of Persepolis, says, ""Je connais bien l'admiration qu'inspirent ces ruines—mais un palais"
Al Aaraf1,érigé au pied d'une chaîne de rochers steriles—peut-il être un chef
Al Aaraf1,"d'oeuvre des arts!"" return Footnote 18: ""Oh, the wave""—Ula Deguisi is the Turkish appellation;"
Al Aaraf1,"but, on its own shores, it is called Baliar Loth, or Al-motanah. There"
Al Aaraf1,"were undoubtedly more than two cities engulphed in the ""dead sea."" In"
Al Aaraf1,"the valley of Siddim were five—Adrah, Zeboin, Zoar, Sodom and Gomorrah."
Al Aaraf1,"Stephen of Byzantium mentions eight, and Strabo thirteen (engulphed)"
Al Aaraf1,"—but the last is out of all reason. It is said (Tacitus, Strabo,"
Al Aaraf1,"Josephus, Daniel of St. Saba, Nau, Maundrell, Troilo, D'Arvieux), that"
Al Aaraf1,"after an excessive drought, the vestiges of columns, walls, etc., are"
Al Aaraf1,"seen above the surface. At any season, such remains may be"
Al Aaraf1,"discovered by looking down into the transparent lake, and at such"
Al Aaraf1,distance as would argue the existence of many settlements in the space
Al Aaraf1,"now usurped by the ""Asphaltites."" return Footnote 19: Eyraco-Chaldea. return Footnote 20: I have often thought I could distinctly hear the sound of"
Al Aaraf1,"the darkness as it stole over the horizon. return Footnote 21: Fairies use flowers for their charactery. Merry Wives of Windsor . return Footnote 22: In Scripture is this passage: ""The sun shall not harm thee by day, nor the moon by night."" It is, perhaps, not generally known that the moon, in Egypt, has the"
Al Aaraf1,effect of producing blindness to those who sleep with the face exposed
Al Aaraf1,"to its rays, to which circumstances the passage evidently"
Al Aaraf1,"alludes. return Footnote 23: The Albatross is said to sleep on the wing. return Footnote 24: I met with this idea in an old English tale, which I am"
Al Aaraf1,"now unable to obtain and quote from memory: ""The verie essence and, as it were, springe heade and origine of all"
Al Aaraf1,musiche is the verie pleasaunte sounde which the trees of the forest
Al Aaraf1,"do make when they growe."" return Footnote 25: The wild bee will not sleep in the shade if there be"
Al Aaraf1,"moonlight. The rhyme in the verse, as in one about sixty lines before,"
Al Aaraf1,"has an appearance of affectation. It is, however, imitated from Sir W."
Al Aaraf1,"Scott, or rather from Claud Halcro—in whose mouth I admired its effect: O! were there an island,"
Al Aaraf1,"Tho' ever so wild,"
Al Aaraf1,"Where woman might smile, and"
Al Aaraf1,"No man be beguil'd, etc. return Footnote 26: With the Arabians there is a medium between Heaven and"
Al Aaraf1,"Hell, where men suffer no punishment, but yet do not attain that"
Al Aaraf1,tranquil and even happiness which they suppose to be characteristic of
Al Aaraf1,heavenly enjoyment. Un no rompido sueno—
Al Aaraf1,Un dia puro—allegre—libre
Al Aaraf1,Quiera—
Al Aaraf1,Libre de amor—de zelo—
Al Aaraf1,"De odio—de esperanza—de rezelo. Luis Ponce de Leon. Sorrow is not excluded from ""Al Aaraaf,"" but it is that sorrow which the"
Al Aaraf1,"living love to cherish for the dead, and which, in some minds, resembles"
Al Aaraf1,the delirium of opium.
Al Aaraf1,
Al Aaraf1,The passionate excitement of Love and the buoyancy of spirit attendant
Al Aaraf1,"upon intoxication are its less holy pleasures—the price of which, to"
Al Aaraf1,"those souls who make choice of ""Al Aaraaf"" as their residence after"
Al Aaraf1,"life, is final death and annihilation. return Footnote 27: There be tears of perfect moan"
Al Aaraf1,Wept for thee in Helicon. Milton . return Footnote 28: It was entire in 1687—the most elevated spot in Athens. return Footnote 29: Shadowing more beauty in their airy brows
Al Aaraf1,"Than have the white breasts of the queen of love. Marlowe. return Footnote 30: Pennon, for pinion.— Milton . return Note Contents p. 2"
Tamerlane,Kind solace in a dying hour!
Tamerlane,"Such, father, is not (now) my theme—"
Tamerlane,I will not madly deem that power
Tamerlane,Of Earth may shrive me of the sin
Tamerlane,Unearthly pride hath revelled in—
Tamerlane,I have no time to dote or dream:
Tamerlane,You call it hope—that fire of fire!
Tamerlane,It is but agony of desire:
Tamerlane,If I can hope—O God! I can—
Tamerlane,Its fount is holier—more divine—
Tamerlane,"I would not call thee fool, old man,"
Tamerlane,But such is not a gift of thine.
Tamerlane,Know thou the secret of a spirit
Tamerlane,Bowed from its wild pride into shame
Tamerlane,O yearning heart! I did inherit
Tamerlane,"Thy withering portion with the fame,"
Tamerlane,The searing glory which hath shone
Tamerlane,"Amid the Jewels of my throne,"
Tamerlane,Halo of Hell! and with a pain
Tamerlane,Not Hell shall make me fear again—
Tamerlane,"O craving heart, for the lost flowers"
Tamerlane,And sunshine of my summer hours!
Tamerlane,"The undying voice of that dead time,"
Tamerlane,"With its interminable chime,"
Tamerlane,"Rings, in the spirit of a spell,"
Tamerlane,Upon thy emptiness—a knell.
Tamerlane,I have not always been as now:
Tamerlane,The fevered diadem on my brow
Tamerlane,I claimed and won usurpingly—
Tamerlane,Hath not the same fierce heirdom given
Tamerlane,Rome to the Cæsar—this to me?
Tamerlane,"The heritage of a kingly mind,"
Tamerlane,And a proud spirit which hath striven
Tamerlane,Triumphantly with human kind.
Tamerlane,On mountain soil I first drew life:
Tamerlane,The mists of the Taglay have shed
Tamerlane,"Nightly their dews upon my head,"
Tamerlane,"And, I believe, the winged strife"
Tamerlane,And tumult of the headlong air
Tamerlane,Have nestled in my very hair.
Tamerlane,So late from Heaven—that dew—it fell
Tamerlane,('Mid dreams of an unholy night)
Tamerlane,"Upon me with the touch of Hell,"
Tamerlane,While the red flashing of the light
Tamerlane,"From clouds that hung, like banners, o'er,"
Tamerlane,Appeared to my half-closing eye
Tamerlane,The pageantry of monarchy;
Tamerlane,And the deep trumpet-thunder's roar
Tamerlane,"Came hurriedly upon me, telling"
Tamerlane,"Of human battle, where my voice,"
Tamerlane,"My own voice, silly child!—was swelling"
Tamerlane,"(O! how my spirit would rejoice,"
Tamerlane,And leap within me at the cry)
Tamerlane,The battle-cry of Victory!
Tamerlane,The rain came down upon my head
Tamerlane,Unsheltered—and the heavy wind
Tamerlane,Rendered me mad and deaf and blind.
Tamerlane,"It was but man, I thought, who shed"
Tamerlane,Laurels upon me: and the rush—
Tamerlane,The torrent of the chilly air
Tamerlane,Gurgled within my ear the crush
Tamerlane,Of empires—with the captive's prayer—
Tamerlane,The hum of suitors—and the tone
Tamerlane,Of flattery 'round a sovereign's throne.
Tamerlane,"My passions, from that hapless hour,"
Tamerlane,Usurped a tyranny which men
Tamerlane,"Have deemed since I have reached to power,"
Tamerlane,My innate nature—be it so:
Tamerlane,"But, father, there lived one who, then,"
Tamerlane,Then—in my boyhood—when their fire
Tamerlane,Burned with a still intenser glow
Tamerlane,"(For passion must, with youth, expire)"
Tamerlane,E'en then who knew this iron heart
Tamerlane,In woman's weakness had a part.
Tamerlane,I have no words—alas!—to tell
Tamerlane,The loveliness of loving well!
Tamerlane,Nor would I now attempt to trace
Tamerlane,The more than beauty of a face
Tamerlane,"Whose lineaments, upon my mind,"
Tamerlane,Are—shadows on th' unstable wind:
Tamerlane,Thus I remember having dwelt
Tamerlane,"Some page of early lore upon,"
Tamerlane,"With loitering eye, till I have felt"
Tamerlane,The letters—with their meaning—melt
Tamerlane,To fantasies—with none.
Tamerlane,"O, she was worthy of all love!"
Tamerlane,Love as in infancy was mine—
Tamerlane,'Twas such as angel minds above
Tamerlane,Might envy; her young heart the shrine
Tamerlane,On which my every hope and thought
Tamerlane,"Were incense—then a goodly gift,"
Tamerlane,For they were childish and upright—
Tamerlane,Pure—as her young example taught:
Tamerlane,"Why did I leave it, and, adrift,"
Tamerlane,"Trust to the fire within, for light?"
Tamerlane,We grew in age—and love—together—
Tamerlane,"Roaming the forest, and the wild;"
Tamerlane,My breast her shield in wintry weather—
Tamerlane,"And, when the friendly sunshine smiled."
Tamerlane,"And she would mark the opening skies, I saw no Heaven—but in her eyes."
Tamerlane,Young Love's first lesson is——the heart:
Tamerlane,"For 'mid that sunshine, and those smiles,"
Tamerlane,"When, from our little cares apart,"
Tamerlane,"And laughing at her girlish wiles,"
Tamerlane,"I'd throw me on her throbbing breast,"
Tamerlane,And pour my spirit out in tears—
Tamerlane,There was no need to speak the rest—
Tamerlane,No need to quiet any fears
